Entity ID,Acquisition Date,Mission,Camera,Camera Resolution,Operations Number,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,area_kmsq,area_aea_kmsq,area_kmsq_equal_area
D3C1203-400531F014,1972/08/18,1203-4,F,2 to 4 feet,531,53.059,105.072,53.398,103.311,52.953,106.704,52.71,106.673,53.229,103.238,,5417.392591196506,5437.9668353674415
D3C1212-200436F016,1976/08/26,1212-2,F,2 to 4 feet,436,52.46,13.981,52.89,11.594,52.247,16.452,52.023,16.428,52.679,11.461,13369.58627020149,8415.276454113717,8468.829206931297
D3C1217-200568F019,1982/07/05,1217-2,F,2 to 4 feet,568,20.882,-82.87,21.055,-83.521,20.921,-82.282,20.685,-82.273,20.887,-83.537,396.4960684503021,2918.0443524391976,2919.273312089884
D3C1213-200281F007,1977/08/17,1213-2,F,2 to 4 feet,281,27.348,56.413,27.5,55.956,27.36,56.934,27.205,56.908,27.322,55.905,1167.9644236181489,1862.055553319679,1862.3969766500077
D3C1219-300867A014,1984/09/26,1219-3,A,2 to 4 feet,867,39.677,81.055,39.841,80.381,39.711,81.746,39.504,81.678,39.659,80.351,520.0946299905243,2561.3552338015825,2560.4076495535587
D3C1208-300457F001,1974/06/05,1208-3,F,2 to 4 feet,457,56.746,91.914,56.886,91.205,56.763,92.639,56.601,92.611,56.739,91.159,,1551.0852449218714,1551.9668390340123
D3C1206-200273F004,1973/08/09,1206-2,F,2 to 4 feet,273,15.291,-84.379,15.571,-85.513,15.204,-82.838,15.055,-82.857,15.269,-85.659,749.7681053989563,7613.241701301147,7622.632152813994
D3C1217-200387A011,1982/06/17,1217-2,A,2 to 4 feet,387,49.736,-125.564,50.113,-128.03,49.585,-123.041,49.366,-123.172,49.877,-128.01,,9253.57007988264,9191.972882414957
D3C1214-300796F012,1978/06/29,1214-3,F,2 to 4 feet,796,26.37,118.527,26.701,116.806,26.269,120.289,26.035,120.296,26.476,116.726,,9102.594893240974,9125.53630443333
D3C1217-100109F039,1982/05/23,1217-1,F,2 to 4 feet,109,21.344,49.135,21.669,47.47,21.251,50.838,21.016,50.848,21.443,47.393,6485.85769212912,9175.349342831038,9194.073557985817
D3C1208-400658A063,1974/07/01,1208-4,A,2 to 4 feet,658,49.511,39.496,49.706,38.122,49.491,41.028,49.339,40.991,49.489,38.158,5070.444592265045,4276.24399496312,4264.018912655197
D3C1206-200244A022,1973/08/07,1206-2,A,2 to 4 feet,244,26.267,110.161,26.575,108.029,26.233,112.008,25.936,111.848,26.399,108.03,,10597.493496333138,10560.6476413833
D3C1212-200349F007,1976/08/17,1212-2,F,2 to 4 feet,349,53.621,69.669,53.934,68.048,53.52,71.171,53.299,71.143,53.781,67.979,2610.7107669802704,4475.67012776407,4491.98242799249
D3C1208-400687A003,1974/07/05,1208-4,A,2 to 4 feet,687,50.78,78.246,50.973,76.869,50.757,79.775,50.608,79.737,50.762,76.904,1333.4632803785858,4065.594960467272,4053.7419903038835
D3C1217-200464F014,1982/06/27,1217-2,F,2 to 4 feet,464,64.095,133.264,64.31,132.271,64.059,134.301,63.872,134.215,64.153,132.169,,2039.5000061383892,2042.1092840484728
D3C1212-100134F004,1976/07/24,1212-1,F,2 to 4 feet,134,54.947,73.272,55.123,72.596,54.927,74.062,54.777,74.002,54.952,72.501,906.486202273346,1800.1195692280994,1800.8520990361592
D3C1213-100015F014,1977/06/30,1213-1,F,2 to 4 feet,15,55.942,102.084,56.156,101.217,55.9,103.175,55.744,103.098,55.943,101.066,,2738.340915493215,2740.4737229312814
D3C1219-100151A011,1984/07/18,1219-1,A,2 to 4 feet,151,55.414,-118.394,55.605,-119.253,55.419,-117.473,55.225,-117.557,55.407,-119.296,,2515.618355362152,2513.939489072239
D3C1217-300947F027,1982/08/13,1217-3,F,2 to 4 feet,947,42.712,10.449,42.873,9.839,42.728,11.057,42.541,11.038,42.714,9.803,2622.204872084713,1969.8986302162095,1970.8796722663271
D3C1206-400630F020,1973/09/21,1206-4,F,2 to 4 feet,630,32.525,106.775,32.841,105.049,32.427,108.541,32.206,108.547,32.629,104.97,,8107.514964834848,8132.044983973571
D3C1215-300995F009,1979/07/14,1215-3,F,2 to 4 feet,995,47.396,-101.918,47.592,-102.673,47.385,-100.985,47.222,-101.038,47.369,-102.786,,2903.7787953150005,2905.700350905062
D3C1203-300359F016,1972/08/04,1203-3,F,2 to 4 feet,359,54.5,100.336,55.021,97.544,54.343,102.559,53.969,102.572,54.854,97.477,,9924.786416258437,10037.60952468878
D3C1203-200249A016,1972/07/24,1203-2,A,2 to 4 feet,249,61.184,41.194,61.536,39.109,61.017,43.567,60.846,43.459,61.283,39.111,8979.640817836564,5778.247933579621,5741.450661651615
D3C1208-400687A006,1974/07/05,1208-4,A,2 to 4 feet,687,50.331,78.682,50.478,77.759,50.343,79.665,50.194,79.627,50.302,77.769,756.6968751884613,2438.6348345976235,2435.50299454395
D3C1206-100101A013,1973/07/22,1206-1,A,2 to 4 feet,101,52.679,15.882,53.044,13.39,52.529,18.436,52.322,18.301,52.82,13.41,13042.579895929992,8335.264290723284,8275.857501052384
D3C1210-200304F027,1975/07/20,1210-2,F,2 to 4 feet,304,54.447,68.408,54.661,67.442,54.437,69.31,54.214,69.286,54.503,67.396,1672.9146580638733,2646.250887380729,2650.538577956371
D3C1206-100184F009,1973/07/31,1206-1,F,2 to 4 feet,184,28.56,30.847,28.699,30.405,28.577,31.349,28.429,31.325,28.529,30.359,1651.784807258522,1688.4782872939086,1688.7628598950623
D3C1206-300390A102,1973/08/20,1206-3,A,2 to 4 feet,390,44.302,43.027,44.622,40.917,44.196,45.179,43.987,45.076,44.4,40.939,8363.069074732239,8216.03241075662,8174.429176389396
D3C1210-200304F012,1975/07/20,1210-2,F,2 to 4 feet,304,56.604,69.411,56.827,68.389,56.587,70.369,56.363,70.338,56.669,68.337,1704.9999863934936,2673.786047830854,2678.6149506538763
D3C1208-300518F024,1974/06/13,1208-3,F,2 to 4 feet,518,64.47,83.031,64.885,79.521,64.281,86.658,64.051,86.619,64.664,79.35,2494.3372492301023,8968.98031055924,9055.901872229255
D3C1214-300731F015,1978/06/20,1214-3,F,2 to 4 feet,731,46.967,55.263,47.133,54.612,46.978,55.914,46.792,55.89,46.975,54.571,1632.5469074952086,1952.512606345221,1953.64070082506
D3C1219-300894F023,1984/09/29,1219-3,F,2 to 4 feet,894,36.342,140.231,36.596,139.012,36.295,141.49,36.086,141.474,36.392,138.95,,5255.878326350685,5262.762093471494
D3C1217-200780A007,1982/07/25,1217-2,A,2 to 4 feet,780,66.406,171.249,66.618,170.15,66.366,172.489,66.204,172.381,66.424,170.089,,2155.7342529554285,2152.351553833383
D3C1216-200325A011,1980/07/29,1216-2,A,2 to 4 feet,325,57.006,30.585,57.438,27.682,56.798,33.576,56.583,33.404,57.201,27.695,14506.91593179358,9290.254157668895,9206.642299058502
D3C1201-100062A030,1971/06/20,1201-1,A,2 to 4 feet,62,60.064,33.953,60.588,30.323,59.796,37.698,59.552,37.467,60.316,30.339,20115.12720826013,12270.166570828354,12120.179483946134
D3C1213-200233A001,1977/08/09,1213-2,A,2 to 4 feet,233,24.609,-13.379,24.784,-14.144,24.649,-12.647,24.405,-12.747,24.619,-14.179,3731.149782729851,3493.407388899663,3491.8450749904814
D3C1217-100008A017,1982/05/12,1217-1,A,2 to 4 feet,8,44.213,41.844,44.569,39.589,44.088,44.147,43.864,44.034,44.33,39.611,9807.141344902038,9473.139765135347,9421.578226322934
D3C1215-200388A012,1979/05/01,1215-2,A,2 to 4 feet,388,33.772,46.464,34.0,45.321,33.729,47.742,33.566,47.709,33.767,45.344,4067.6521226669006,4888.121472565166,4879.490845479696
D3C1214-300799F020,1978/06/29,1214-3,F,2 to 4 feet,799,29.769,52.055,29.921,51.573,29.785,52.603,29.626,52.576,29.738,51.522,1397.3794769323044,1961.5324758213285,1961.9032539622392
D3C1210-100008A010,1975/06/09,1210-1,A,2 to 4 feet,8,40.308,64.266,40.68,61.761,40.218,66.448,39.926,66.245,40.503,61.758,6051.674228561401,10727.749950892587,10664.357341099805
D3C1203-400714A019,1972/09/02,1203-4,A,2 to 4 feet,714,25.082,109.041,25.298,107.871,25.075,110.138,24.85,110.057,25.13,107.859,,5038.376367479752,5033.568358216629
D3C1203-100065F006,1972/07/12,1203-1,F,2 to 4 feet,65,50.707,129.935,51.523,125.141,50.268,134.879,49.873,134.912,51.164,124.854,,29937.98163322592,30610.022986729946
D3C1214-200446A017,1978/05/06,1214-2,A,2 to 4 feet,446,35.973,62.063,36.157,61.368,35.982,62.831,35.815,62.817,35.922,61.39,1694.2535022746888,2903.1019979470934,2900.792616207184
D3C1215-200567F019,1979/05/18,1215-2,F,2 to 4 feet,567,0.361,101.157,0.52,100.705,0.385,101.667,0.213,101.645,0.322,100.659,,2268.977331285468,2268.98282180954
D3C1219-100095F017,1984/07/14,1219-1,F,2 to 4 feet,95,53.237,40.565,53.441,39.76,53.234,41.439,53.033,41.383,53.243,39.68,3305.0692296188354,2610.7539526731766,2612.153870989653
D3C1201-200073F043,1971/06/21,1201-2,F,2 to 4 feet,73,41.873,75.079,42.272,72.847,41.723,77.369,41.47,77.366,42.031,72.739,3696.6003680292665,10651.011998527265,10703.14916421436
D3C1215-200566F013,1979/05/18,1215-2,F,2 to 4 feet,566,34.286,107.998,34.63,106.14,34.17,109.905,33.937,109.909,34.406,106.052,,9062.437414729358,9093.773994606843
D3C1217-100315F019,1982/06/09,1217-1,F,2 to 4 feet,315,39.446,74.08,39.681,72.952,39.396,75.248,39.21,75.231,39.5,72.892,1488.5093436259308,4164.542743218774,4170.033934439464
D3C1215-401387A002,1979/09/06,1215-4,A,2 to 4 feet,1387,41.106,-105.647,41.336,-107.025,41.083,-104.351,40.864,-104.451,41.171,-107.041,,4874.880598746814,4866.5640308274205
D3C1210-200324F010,1975/07/24,1210-2,F,2 to 4 feet,324,47.634,128.122,48.001,126.01,47.48,130.3,47.263,130.29,47.794,125.9,,7911.227847600643,7952.265889770842
D3C1213-200349A018,1977/08/27,1213-2,A,2 to 4 feet,349,57.437,37.455,57.734,35.787,57.308,39.353,57.155,39.274,57.509,35.79,6711.608498783592,4572.977221168624,4551.945013458143
D3C1203-400475F007,1972/08/13,1203-4,F,2 to 4 feet,475,52.848,10.956,53.164,9.369,52.735,12.623,52.53,12.577,52.964,9.269,8411.495962840683,5205.890028198482,5217.740849602014
D3C1218-100314A024,1983/08/11,1218-1,A,2 to 4 feet,314,33.125,68.745,33.262,68.206,33.16,69.294,32.979,69.243,33.104,68.183,840.1536108826447,1928.107412296287,1927.6564951469622
D3C1214-300903F002,1978/07/13,1214-3,F,2 to 4 feet,903,48.824,61.208,49.019,60.442,48.811,62.157,48.65,62.102,48.798,60.327,2091.4390463784334,2842.764168471412,2844.6263567380956
D3C1208-400594F004,1974/06/20,1208-4,F,2 to 4 feet,594,1.293,31.953,1.419,31.533,1.339,32.388,1.167,32.38,1.249,31.509,1560.558823815689,1831.9693827316971,1831.9838573555182
D3C1206-400520F014,1973/09/08,1206-4,F,2 to 4 feet,520,23.618,108.516,24.098,105.757,23.449,111.323,23.128,111.383,23.8,105.607,,20041.47703781968,20174.80162575836
D3C1203-400610A019,1972/08/25,1203-4,A,2 to 4 feet,610,50.677,119.242,50.967,117.563,50.603,120.839,50.381,120.694,50.797,117.532,,5245.7841603192255,5232.438913493244
D3C1217-200448F001,1982/06/26,1217-2,F,2 to 4 feet,448,52.616,98.233,52.799,97.504,52.604,99.1,52.444,99.043,52.604,97.402,,2270.2050843826496,2271.351790919326
D3C1214-200600F006,1978/05/23,1214-2,F,2 to 4 feet,600,37.08,105.716,37.264,105.079,37.079,106.497,36.917,106.456,37.043,104.988,,2826.531670675291,2827.871576695054
D3C1217-100125F024,1982/05/24,1217-1,F,2 to 4 feet,125,28.505,78.513,28.653,78.0,28.534,79.018,28.346,79.008,28.494,77.974,446.7374501130676,1956.9927949869905,1957.5550009808753
D3C1203-400475A002,1972/08/13,1203-4,A,2 to 4 feet,475,53.784,11.3,54.081,9.62,53.69,13.044,53.492,12.935,53.873,9.599,8590.713835307159,5232.279422880617,5217.2485866927445
D3C1203-100074F038,1972/07/12,1203-1,F,2 to 4 feet,74,28.883,58.839,29.327,56.443,28.779,60.814,28.414,60.872,29.136,56.389,7780.221740545929,13227.315977208846,13300.621748996558
D3C1210-200354F008,1975/07/29,1210-2,F,2 to 4 feet,354,26.563,14.563,26.701,14.093,26.591,15.027,26.417,15.018,26.552,14.069,1836.8804893314248,1700.4894169100207,1700.8992477702006
D3C1210-200282F021,1975/07/16,1210-2,F,2 to 4 feet,282,36.168,108.424,36.499,106.63,36.053,110.26,35.833,110.26,36.288,106.55,,8050.394111913168,8076.071175042274
D3C1208-300565F007,1974/06/18,1208-3,F,2 to 4 feet,565,41.639,119.191,41.759,118.71,41.668,119.7,41.519,119.69,41.611,118.67,,1401.5853328618632,1402.2181853438935
D3C1201-400405F026,1971/07/15,1201-4,F,2 to 4 feet,405,46.361,36.427,46.774,34.055,46.192,38.866,45.942,38.857,46.536,33.938,12158.280473920258,10414.754518458674,10472.812840124023
D3C1208-300469A004,1974/06/07,1208-3,A,2 to 4 feet,469,28.386,115.762,28.491,115.33,28.433,116.21,28.282,116.19,28.339,115.32,,1449.3855083567505,1449.2479689140853
D3C1214-401354F001,1978/08/30,1214-4,F,2 to 4 feet,1354,38.007,63.01,38.169,62.452,38.015,63.664,37.858,63.63,37.976,62.384,1254.8510695405578,2163.375587907692,2164.0658254871646
D3C1212-100193A001,1976/07/30,1212-1,A,2 to 4 feet,193,29.575,103.635,29.708,103.18,29.599,104.12,29.448,104.1,29.541,103.17,,1613.194252196625,1612.9567796807448
D3C1206-400640A050,1973/09/22,1206-4,A,2 to 4 feet,640,22.934,109.686,23.203,108.039,22.882,111.356,22.669,111.287,22.981,108.061,,8184.1545833300725,8166.908849240139
D3C1216-100138A001,1980/07/03,1216-1,A,2 to 4 feet,138,39.971,46.745,40.315,44.538,39.873,48.842,39.623,48.707,40.108,44.544,8464.08265519484,9504.314026302789,9461.184314398946
D3C1210-400639F025,1975/09/14,1210-4,F,2 to 4 feet,639,31.376,88.141,31.693,86.448,31.274,89.877,31.055,89.882,31.482,86.369,295.8076492689514,8013.386641647682,8036.460316477877
D3C1215-401420A021,1979/09/12,1215-4,A,2 to 4 feet,1420,43.39,100.367,43.633,99.046,43.331,101.849,43.167,101.806,43.397,99.07,,5020.700650241167,5007.490134571139
D3C1203-100037A007,1972/07/10,1203-1,A,2 to 4 feet,37,40.444,95.825,40.633,95.009,40.465,96.635,40.236,96.524,40.462,94.964,,3148.5208974495717,3146.617167408519
D3C1214-300775F018,1978/06/26,1214-3,F,2 to 4 feet,775,36.124,-4.798,36.308,-5.535,36.149,-4.126,35.917,-4.124,36.143,-5.558,3486.5419950163687,2836.826779676938,2839.1476471962765
D3C1216-100263A002,1980/07/23,1216-1,A,2 to 4 feet,263,53.311,86.04,53.48,85.307,53.312,86.843,53.153,86.796,53.291,85.291,235.11023212428285,1999.6789853926116,1998.1033997270374
D3C1216-100005F070,1980/06/19,1216-1,F,2 to 4 feet,5,46.144,108.026,46.415,106.696,46.054,109.59,45.886,109.556,46.188,106.584,,5171.660318576288,5181.076826574328
D3C1213-200256A019,1977/08/12,1213-2,A,2 to 4 feet,256,40.43,8.608,40.603,7.866,40.449,9.342,40.24,9.243,40.448,7.825,3359.836394583351,2602.511465585925,2601.190177137306
D3C1213-100201A026,1977/08/01,1213-1,A,2 to 4 feet,201,37.777,28.195,38.102,26.307,37.664,30.126,37.457,30.034,37.881,26.324,8949.599203758118,8066.583021790023,8034.665657419332
D3C1213-200320F023,1977/08/23,1213-2,F,2 to 4 feet,320,38.246,31.126,38.433,30.406,38.261,31.786,38.039,31.782,38.276,30.38,2817.24604249292,2589.2786735187074,2591.5025494507045
D3C1213-200207A013,1977/08/02,1213-2,A,2 to 4 feet,207,30.166,11.629,30.326,10.971,30.198,12.277,29.987,12.196,30.169,10.939,2949.5034067058295,2612.533677607472,2611.5744685707673
D3C1217-100175F016,1982/05/28,1217-1,F,2 to 4 feet,175,36.555,33.179,36.711,32.661,36.568,33.768,36.409,33.738,36.529,32.604,2035.657770021759,1954.225524640102,1954.735532888101
D3C1203-400644A017,1972/08/27,1203-4,A,2 to 4 feet,644,55.36,157.538,55.665,155.794,55.257,159.354,55.059,159.237,55.456,155.77,,5264.3125669844285,5247.990025006076
D3C1214-200473F071,1978/05/10,1214-2,F,2 to 4 feet,473,37.459,107.224,37.713,105.939,37.421,108.398,37.189,108.399,37.55,105.898,,4865.166539995488,4874.846460521698
D3C1217-200446A006,1982/06/25,1217-2,A,2 to 4 feet,446,31.665,44.049,31.973,42.185,31.584,45.947,31.362,45.863,31.739,42.206,7649.09543141185,9049.245423543949,9019.952189812187
D3C1201-100038F003,1971/06/19,1201-1,F,2 to 4 feet,38,63.311,166.873,63.938,162.865,62.954,171.053,62.676,170.965,63.676,162.627,,13222.711625853317,13376.64896530046
D3C1203-100044F009,1972/07/10,1203-1,F,2 to 4 feet,44,33.903,48.422,34.276,46.517,33.765,50.381,33.525,50.38,34.045,46.425,7759.766457047623,9658.830912910129,9691.720071540558
D3C1203-400479A004,1972/08/14,1203-4,A,2 to 4 feet,479,51.883,126.802,52.165,125.22,51.801,128.448,51.606,128.349,51.959,125.202,,5069.68515687573,5056.476589445996
D3C1215-300788A020,1979/06/20,1215-3,A,2 to 4 feet,788,33.982,46.032,34.185,44.944,33.962,47.15,33.781,47.098,33.997,44.943,3513.900874664459,4187.974857943638,4183.012378297971
D3C1203-200211A016,1972/07/21,1203-2,A,2 to 4 feet,211,53.948,92.078,54.544,88.305,53.7,95.398,53.376,95.025,54.338,88.283,,14896.805835684816,14717.090549035114
D3C1216-200368A047,1980/08/02,1216-2,A,2 to 4 feet,368,32.044,-88.009,32.205,-88.711,32.082,-87.321,31.861,-87.405,32.042,-88.744,120.52221827622986,2838.3011108071078,2837.1592579840953
D3C1206-100043A008,1973/07/17,1206-1,A,2 to 4 feet,43,39.017,75.238,39.185,74.571,39.026,75.976,38.872,75.962,38.969,74.593,817.8940766722793,2463.955358953382,2461.902930562529
D3C1208-300498F026,1974/06/11,1208-3,F,2 to 4 feet,498,16.317,41.568,16.556,40.092,16.29,43.071,16.077,43.088,16.348,40.032,5932.862635953277,7569.576273852754,7579.818603134616
D3C1215-300813A017,1979/06/22,1215-3,A,2 to 4 feet,813,63.334,-153.419,63.588,-154.741,63.286,-152.055,63.071,-152.299,63.423,-154.855,,3112.7871328612027,3108.742375467951
D3C1208-300394A002,1974/05/26,1208-3,A,2 to 4 feet,394,35.679,45.813,35.913,43.986,35.657,47.662,35.449,47.589,35.697,44.017,6689.436839737228,7797.0882983045,7769.835769405355
D3C1214-300869F035,1978/07/07,1214-3,F,2 to 4 feet,869,37.673,96.339,37.924,95.058,37.636,97.508,37.406,97.51,37.763,95.017,,4784.169111035541,4793.887221286686
D3C1203-200303F020,1972/07/29,1203-2,F,2 to 4 feet,303,32.463,105.092,32.818,103.221,32.425,106.55,32.07,106.607,32.657,103.191,,8967.872105571108,9008.68624593405
D3C1208-300474A007,1974/06/07,1208-3,A,2 to 4 feet,474,35.67,7.516,35.891,5.724,35.701,9.025,35.406,8.855,35.743,5.709,9006.027676515074,7444.20810202487,7419.872732369536
D3C1219-100017A021,1984/06/27,1219-1,A,2 to 4 feet,17,49.722,4.624,50.074,2.322,49.581,6.982,49.376,6.861,49.853,2.34,12303.804686323265,8090.694917946138,8040.865841989598
D3C1217-300853A019,1982/08/03,1217-3,A,2 to 4 feet,853,59.879,99.806,60.06,98.929,59.869,100.734,59.692,100.612,59.902,98.863,,1976.1849862953518,1974.9511875946184
D3C1217-200476A026,1982/06/27,1217-2,A,2 to 4 feet,476,8.261,27.64,8.455,26.673,8.262,28.627,8.069,28.588,8.257,26.675,4172.916581506905,4649.913178241348,4648.736922031215
D3C1210-200214F011,1975/07/03,1210-2,F,2 to 4 feet,214,54.686,74.292,54.983,72.639,54.598,75.822,54.379,75.798,54.83,72.572,2047.3887141715695,4402.110197959468,4418.23989469195
D3C1218-100321A003,1983/08/12,1218-1,A,2 to 4 feet,321,33.651,-101.615,33.786,-102.151,33.685,-101.07,33.506,-101.121,33.63,-102.174,,1882.1560266238137,1881.7118776138561
D3C1217-200743A019,1982/07/23,1217-2,A,2 to 4 feet,743,61.807,133.03,62.003,132.065,61.789,134.056,61.606,133.914,61.84,131.987,,2138.0690076891506,2136.5660005747627
D3C1216-100014A010,1980/06/20,1216-1,A,2 to 4 feet,14,52.261,94.472,52.545,92.743,52.191,96.115,51.97,95.969,52.376,92.711,,5183.063143041849,5169.8077018232825
D3C1205-400620A002,1973/05/08,1205-4,A,2 to 4 feet,620,32.42,-110.999,32.534,-111.446,32.456,-110.534,32.307,-110.561,32.383,-111.454,,1426.4080852295542,1426.1054599189122
D3C1205-400597F020,1973/05/05,1205-4,F,2 to 4 feet,597,37.929,-80.095,38.063,-80.614,37.955,-79.583,37.786,-79.593,37.918,-80.64,355.6019942120209,1612.3706805115366,1612.9583113345773
D3C1210-300521F009,1975/08/29,1210-3,F,2 to 4 feet,521,44.815,147.741,45.069,146.4,44.764,148.97,44.547,148.97,44.918,146.35,,4261.162715636079,4272.9211380446595
D3C1206-200223A019,1973/08/05,1206-2,A,2 to 4 feet,223,40.112,101.12,40.283,100.437,40.121,101.875,39.966,101.86,40.065,100.459,,2503.684387730481,2501.4834723990066
D3C1212-100048F031,1976/07/15,1212-1,F,2 to 4 feet,48,48.123,59.978,48.453,58.234,48.007,61.696,47.786,61.681,48.269,58.148,4529.647017528137,6035.742725148959,6058.743335777162
D3C1206-400638F040,1973/09/22,1206-4,F,2 to 4 feet,638,40.64,113.476,40.976,111.567,40.521,115.434,40.301,115.435,40.765,111.477,,8080.051100690798,8112.641162173164
D3C1208-300569F013,1974/06/18,1208-3,F,2 to 4 feet,569,59.459,57.25,59.684,55.666,59.404,58.893,59.233,58.863,59.517,55.583,3798.5782502784577,3565.7555662808686,3574.3876305991166
D3C1210-300373A024,1975/08/01,1210-3,A,2 to 4 feet,373,43.657,120.526,43.887,119.29,43.599,121.91,43.446,121.87,43.668,119.31,,4349.850786978336,4339.341481622241
D3C1214-300917F012,1978/07/14,1214-3,F,2 to 4 feet,917,55.582,49.157,55.768,48.371,55.576,49.957,55.388,49.913,55.609,48.31,2329.6823258811646,2017.106050327708,2018.7794339797686
D3C1206-200263A007,1973/08/09,1206-2,A,2 to 4 feet,263,52.081,125.247,52.711,120.724,51.764,129.862,51.47,129.573,52.371,120.852,,22672.009378478804,22143.49791146799
D3C1208-400748F020,1974/07/18,1208-4,F,2 to 4 feet,748,50.16,29.977,50.323,29.126,50.189,30.751,49.977,30.755,50.172,29.103,3194.9071642216263,2373.7948142406644,2376.5890489939534
D3C1203-400614A004,1972/08/25,1203-4,A,2 to 4 feet,614,48.322,50.961,48.478,50.334,48.333,51.63,48.167,51.573,48.309,50.306,1725.7671096116944,1821.1656029459482,1820.3578071780653
D3C1217-100328A033,1982/06/10,1217-1,A,2 to 4 feet,328,47.407,126.791,47.658,125.271,47.362,128.228,47.146,128.109,47.494,125.248,,4841.14893342803,4831.045017469956
D3C1213-100098F001,1977/07/12,1213-1,F,2 to 4 feet,98,48.927,42.159,49.198,40.804,48.848,43.473,48.648,43.45,49.039,40.74,4569.985639309708,4057.0429927779855,4066.6223788519374
D3C1215-300790F003,1979/06/20,1215-3,F,2 to 4 feet,790,39.727,-108.7,39.884,-109.241,39.736,-108.083,39.578,-108.116,39.703,-109.301,,1949.9530219661121,1950.4904969016795
D3C1215-401184A012,1979/08/08,1215-4,A,2 to 4 feet,1184,58.828,25.243,59.273,22.157,58.609,28.427,58.393,28.24,59.033,22.171,16361.361334034693,9504.009693495258,9409.150047553947
D3C1217-200813A001,1982/07/30,1217-2,A,2 to 4 feet,813,66.659,106.388,66.892,105.173,66.608,107.692,66.421,107.466,66.733,105.05,,2365.153734274418,2362.6485574858493
D3C1210-200346A003,1975/07/28,1210-2,A,2 to 4 feet,346,41.663,100.191,41.839,99.487,41.667,100.97,41.51,100.96,41.618,99.508,,2560.381237941268,2558.2431260638714
D3C1215-401467A014,1979/09/15,1215-4,A,2 to 4 feet,1467,41.891,27.092,42.035,26.483,41.919,27.717,41.738,27.655,41.876,26.455,2335.9166410960233,1960.5644218424125,1959.891466858153
D3C1210-300503A026,1975/08/25,1210-3,A,2 to 4 feet,503,54.973,40.704,55.235,39.15,54.879,42.458,54.727,42.395,55.014,39.165,5814.632578538361,4416.315459132159,4398.994405767267
D3C1219-200844F011,1984/09/22,1219-2,F,2 to 4 feet,844,13.734,-84.363,13.9,-84.851,13.759,-83.813,13.579,-83.837,13.694,-84.9,253.3498688178406,2481.724061654432,2481.96581526476
D3C1201-100043A017,1971/06/19,1201-1,A,2 to 4 feet,43,55.88,97.446,56.222,95.315,55.781,99.481,55.533,99.288,56.03,95.272,,6683.2840177590515,6660.077122288344
D3C1219-100181F001,1984/07/21,1219-1,F,2 to 4 feet,181,81.371,66.005,81.812,64.153,81.056,68.961,80.92,68.042,81.668,63.061,7260.712434314895,2689.389999949014,2697.5829355458613
D3C1208-300429F007,1974/05/31,1208-3,F,2 to 4 feet,429,43.918,24.185,44.123,22.87,43.909,25.378,43.696,25.388,43.973,22.835,5196.106029152222,4117.76475438348,4127.008783716009
D3C1217-200465F003,1982/06/27,1217-2,F,2 to 4 feet,465,59.873,130.648,60.07,129.774,59.855,131.544,59.668,131.485,59.913,129.698,,2004.172179899535,2006.2375766616187
D3C1206-200239A031,1973/08/06,1206-2,A,2 to 4 feet,239,42.256,85.607,42.777,82.018,42.038,89.256,41.75,89.047,42.455,82.122,2276.833846806946,20446.270099386067,20138.200945392
D3C1208-300450A016,1974/06/03,1208-3,A,2 to 4 feet,450,45.897,11.445,46.116,10.261,45.903,12.8,45.734,12.805,45.808,10.383,7037.132134302339,5039.549689654829,5023.284651529624
D3C1219-200528A007,1984/08/22,1219-2,A,2 to 4 feet,528,15.23,34.178,15.375,33.682,15.275,34.695,15.085,34.666,15.182,33.672,1984.9621359885175,2307.5530278487136,2307.3066044668876
D3C1215-301029F003,1979/07/18,1215-3,F,2 to 4 feet,1029,46.199,73.993,46.581,71.78,46.046,76.273,45.813,76.265,46.357,71.672,3650.503195792908,9129.152506453336,9175.36472421247
D3C1215-300962F047,1979/07/11,1215-3,F,2 to 4 feet,962,40.029,61.666,40.289,60.321,39.987,62.894,39.753,62.894,40.125,60.277,3074.416595424515,4954.8889281393285,4966.0037457379685
D3C1210-200244F007,1975/07/10,1210-2,F,2 to 4 feet,244,56.333,20.792,56.557,19.765,56.317,21.754,56.09,21.724,56.397,19.712,4588.869319834473,2740.380852970635,2745.420688453263
D3C1203-400679F018,1972/08/30,1203-4,F,2 to 4 feet,679,29.889,118.115,30.079,117.404,29.916,118.765,29.676,118.766,29.908,117.382,,3040.588045941208,3042.54318951235
D3C1215-401336A015,1979/08/31,1215-4,A,2 to 4 feet,1336,42.567,85.521,42.755,84.758,42.572,86.365,42.405,86.347,42.52,84.782,317.02595593107606,2906.3295358041028,2903.2564828726936
D3C1213-100086A003,1977/07/09,1213-1,A,2 to 4 feet,86,38.82,-89.909,38.961,-90.459,38.843,-89.342,38.671,-89.4,38.809,-90.487,,1774.7655831149411,1774.266462594474
D3C1201-100031F007,1971/06/18,1201-1,F,2 to 4 feet,31,43.512,22.205,43.932,19.834,43.348,24.64,43.086,24.635,43.682,19.719,14596.615550027313,11437.671218482032,11498.766833450245
